GROUP_ID,GROUP_NAME,GP,W,L,W_PCT,MIN,FG_PCT,FG3_PCT,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,PTS,PLUS_MINUS,SUM_TIME_PLAYED,OFF_RATING,DEF_RATING,NET_RATING,PACE,TS_PCT,EFG_PCT,AST_PCT,AST_TO,REB_PCT
-1629652-1630198-1631096-1631119-1641717-,L. Dort - I. Joe - C. Holmgren - J. Williams - C. Wallace,3,1,2,0.333,10.25,0.278,0.25,0.75,0,6,6,3,1.0,1,0,15,-15.0,30750,65.2,136.4,-71.1,105.37,0.38,0.333,0.6,3.0,0.364
-1627936-1628983-1630198-1631096-1641717-,A. Caruso - S. Gilgeous-Alexander - I. Joe - C. Holmgren - C. Wallace,5,3,2,0.6,10.208333,0.471,0.167,0.714,2,7,9,3,2.0,2,3,22,-1.0,30625,95.7,104.5,-8.9,105.8,0.548,0.5,0.375,1.5,0.5
-1630198-1630598-1631119-1641717-1642272-,I. Joe - A. Wiggins - J. Williams - C. Wallace - J. McCain,6,6,0,1.0,10.061667,0.381,0.25,0.0,1,6,7,7,2.0,2,2,19,-6.0,30185,82.6,100.0,-17.4,114.49,0.452,0.452,0.875,3.5,0.31
-1627936-1628392-1628983-1631096-1641717-,A. Caruso - I. Hartenstein - S. Gilgeous-Alexander - C. Holmgren - C. Wallace,5,5,0,1.0,9.84,0.474,0.556,1.0,3,8,11,5,1.0,4,1,30,13.0,29520,130.4,81.0,49.5,107.32,0.679,0.605,0.556,5.0,0.522
-1628983-1629652-1630198-1631096-1631114-,S. Gilgeous-Alexander - L. Dort - I. Joe - C. Holmgren - J. Williams,5,2,3,0.4,9.836667,0.533,0.4,0.667,1,8,9,4,4.0,1,2,22,-5.0,29510,110.0,128.6,-18.6,100.03,0.624,0.6,0.5,1.0,0.5
-1627936-1628983-1629652-1631096-1631119-,A. Caruso - S. Gilgeous-Alexander - L. Dort - C. Holmgren - J. Williams,4,4,0,1.0,9.683333,0.571,0.545,1.0,2,7,9,6,3.0,2,0,32,4.0,29050,133.3,127.3,6.1,114.01,0.731,0.714,0.5,2.0,0.684
-1630198-1631119-1631172-1642959-1642964-,I. Joe - J. Williams - O. Dieng - C. Youngblood - B. Barnhizer,2,2,0,1.0,9.6,0.333,0.333,0.6,2,11,13,3,4.0,1,0,19,5.0,28800,86.4,66.7,19.7,107.5,0.49,0.433,0.6,0.75,0.536
-1627936-1628983-1630198-1631119-1642272-,A. Caruso - S. Gilgeous-Alexander - I. Joe - J. Williams - J. McCain,3,3,0,1.0,9.483333,0.4,0.2,0.8,1,6,7,5,8.0,2,1,18,-2.0,28450,78.3,90.9,-12.6,113.88,0.523,0.467,0.833,0.63,0.524
-1629026-1629652-1630598-1642272-1642964-,K. Williams - L. Dort - A. Wiggins - J. McCain - B. Barnhizer,2,0,2,0.0,9.383333,0.182,0.0,0.0,4,6,10,2,2.0,4,0,8,-13.0,28150,38.1,100.0,-61.9,107.42,0.182,0.182,0.5,1.0,0.357
-1628983-1630198-1630598-1631119-1642349-,S. Gilgeous-Alexander - I. Joe - A. Wiggins - J. Williams - A. Mitchell,6,5,1,0.833,9.155,0.438,0.462,0.9,2,8,10,5,2.0,1,2,29,15.0,27465,126.1,70.0,56.1,112.73,0.711,0.625,0.714,2.5,0.522
-1628983-1629026-1641717-1642349-1642382-,S. Gilgeous-Alexander - K. Williams - C. Wallace - A. Mitchell - B. Carlson,2,1,1,0.5,9.128333,0.75,0.75,0.714,0,6,6,6,5.0,3,1,26,7.0,27385,130.0,100.0,30.0,102.54,0.862,0.875,0.667,1.2,0.538
-1627936-1630198-1631119-1641717-1642349-,A. Caruso - I. Joe - J. Williams - C. Wallace - A. Mitchell,1,1,0,1.0,9.1,0.471,0.455,1.0,0,6,6,7,3.0,3,0,22,8.0,27300,110.0,66.7,43.3,108.13,0.631,0.618,0.875,2.33,0.3
-1629026-1630198-1630598-1631172-1642959-,K. Williams - I. Joe - A. Wiggins - O. Dieng - C. Youngblood,2,2,0,1.0,9.066667,0.389,0.333,1.0,3,7,10,4,4.0,2,1,19,-1.0,27200,95.0,100.0,-5.0,105.88,0.503,0.472,0.571,1.0,0.5
-1627936-1628983-1630598-1631119-1642272-,A. Caruso - S. Gilgeous-Alexander - A. Wiggins - J. Williams - J. McCain,2,2,0,1.0,9.065,0.333,0.0,0.8,1,10,11,2,3.0,1,1,14,1.0,27195,70.0,68.4,1.6,103.25,0.407,0.333,0.4,0.67,0.5
-1629026-1630198-1630598-1642272-1642964-,K. Williams - I. Joe - A. Wiggins - J. McCain - B. Barnhizer,2,2,0,1.0,9.0,0.471,0.4,0.833,4,6,10,5,2.0,1,0,25,8.0,27000,138.9,100.0,38.9,93.33,0.636,0.588,0.625,2.5,0.55
-1629026-1630198-1630598-1631119-1642272-,K. Williams - I. Joe - A. Wiggins - J. Williams - J. McCain,6,5,1,0.833,8.906667,0.571,0.286,1.0,0,6,6,2,3.0,0,0,22,3.0,26720,104.8,95.0,9.8,110.48,0.698,0.643,0.25,0.67,0.529
-1628983-1629026-1630198-1630598-1642964-,S. Gilgeous-Alexander - K. Williams - I. Joe - A. Wiggins - B. Barnhizer,2,2,0,1.0,8.838333,0.533,0.6,1.0,1,7,8,8,0.0,0,0,25,9.0,26515,156.3,100.0,56.3,86.89,0.709,0.633,1.0,0.0,0.5
-1627936-1628392-1631172-1641717-1642349-,A. Caruso - I. Hartenstein - O. Dieng - C. Wallace - A. Mitchell,3,3,0,1.0,8.733333,0.714,0.667,0.625,2,8,10,6,4.0,2,0,27,8.0,26200,135.0,100.0,35.0,107.18,0.771,0.786,0.6,1.5,0.647
-1628392-1630198-1630598-1631096-1641717-,I. Hartenstein - I. Joe - A. Wiggins - C. Holmgren - C. Wallace,2,1,1,0.5,8.733333,0.5,0.286,0.833,1,7,8,8,2.0,2,1,23,4.0,26200,121.1,105.6,15.5,101.68,0.617,0.563,1.0,4.0,0.471
-1628392-1631096-1631172-1641717-1642349-,I. Hartenstein - C. Holmgren - O. Dieng - C. Wallace - A. Mitchell,1,1,0,1.0,8.65,0.412,0.0,1.0,2,6,8,4,0.0,1,0,17,-1.0,25950,106.3,105.9,0.4,91.56,0.464,0.412,0.571,0.0,0.4
-1628983-1629026-1630198-1630598-1631119-,S. Gilgeous-Alexander - K. Williams - I. Joe - A. Wiggins - J. Williams,2,2,0,1.0,8.5,0.583,0.6,0.75,1,8,9,4,7.0,2,2,20,-3.0,25500,87.0,104.5,-17.6,127.06,0.727,0.708,0.571,0.57,0.45
-1630198-1642349-1642382-1642959-1642964-,I. Joe - A. Mitchell - B. Carlson - C. Youngblood - B. Barnhizer,2,2,0,1.0,8.35,0.538,0.444,0.0,1,7,8,6,4.0,1,0,18,-1.0,25050,105.9,105.6,0.3,100.6,0.692,0.692,0.857,1.5,0.563
-1629026-1630198-1631096-1641717-1642349-,K. Williams - I. Joe - C. Holmgren - C. Wallace - A. Mitchell,2,2,0,1.0,8.283333,0.571,0.25,1.0,1,6,7,4,2.0,5,0,21,8.0,24850,123.5,72.2,51.3,101.41,0.666,0.607,0.5,2.0,0.667
-1627936-1628983-1629652-1630198-1631096-,A. Caruso - S. Gilgeous-Alexander - L. Dort - I. Joe - C. Holmgren,7,5,2,0.714,8.251667,0.5,0.25,1.0,1,5,6,3,1.0,0,2,23,2.0,24755,121.1,100.0,21.1,116.34,0.632,0.563,0.375,3.0,0.389
-1629026-1629652-1630598-1631119-1642272-,K. Williams - L. Dort - A. Wiggins - J. Williams - J. McCain,4,3,1,0.75,8.183333,0.5,0.375,0.833,2,5,7,3,2.0,0,0,24,-7.0,24550,133.3,155.0,-21.7,111.45,0.644,0.594,0.375,1.5,0.438
-1628392-1630198-1631096-1642349-1642964-,I. Hartenstein - I. Joe - C. Holmgren - A. Mitchell - B. Barnhizer,2,2,0,1.0,8.1,0.375,0.286,0.5,2,7,9,5,3.0,2,1,15,0.0,24300,83.3,83.3,0.0,106.67,0.444,0.438,0.833,1.67,0.474
-1627936-1628392-1630598-1641717-1642349-,A. Caruso - I. Hartenstein - A. Wiggins - C. Wallace - A. Mitchell,1,1,0,1.0,8.05,0.533,0.0,0.625,3,5,8,7,2.0,4,2,21,7.0,24150,116.7,82.4,34.3,104.35,0.567,0.533,0.875,3.5,0.6
-1627936-1628983-1631096-1631119-1641717-,A. Caruso - S. Gilgeous-Alexander - C. Holmgren - J. Williams - C. Wallace,4,4,0,1.0,7.978333,0.571,0.5,0.889,2,11,13,2,1.0,2,0,25,17.0,23935,147.1,42.1,105.0,108.29,0.696,0.607,0.25,2.0,0.7
-1628983-1629652-1630198-1631096-1631119-,S. Gilgeous-Alexander - L. Dort - I. Joe - C. Holmgren - J. Williams,5,4,1,0.8,7.916667,0.583,0.571,0.833,1,5,6,5,2.0,1,1,23,6.0,23750,135.3,100.0,35.3,103.07,0.786,0.75,0.714,2.5,0.353
-1630198-1631119-1631172-1642382-1642959-,I. Joe - J. Williams - O. Dieng - B. Carlson - C. Youngblood,2,2,0,1.0,7.85,0.615,0.625,0.5,0,7,7,6,1.0,0,3,22,11.0,23550,137.5,68.8,68.8,97.83,0.793,0.808,0.75,6.0,0.5
-1629026-1630598-1631119-1631205-1642272-,K. Williams - A. Wiggins - J. Williams - B. Boeheim - J. McCain,1,1,0,1.0,7.816667,0.375,0.143,1.0,2,2,4,1,1.0,2,1,15,0.0,23450,100.0,100.0,0.0,92.11,0.444,0.406,0.167,1.0,0.438
-1630198-1631096-1631119-1641717-1642272-,I. Joe - C. Holmgren - J. Williams - C. Wallace - J. McCain,3,3,0,1.0,7.733333,0.438,0.455,0.0,1,5,6,5,2.0,1,0,19,4.0,23200,135.7,107.1,28.6,86.9,0.594,0.594,0.714,2.5,0.563
-1627936-1628983-1629652-1630198-1631119-,A. Caruso - S. Gilgeous-Alexander - L. Dort - I. Joe - J. Williams,5,5,0,1.0,7.7,0.429,0.2,0.667,1,5,6,2,0.0,1,1,15,0.0,23100,100.0,93.8,6.3,96.62,0.49,0.464,0.333,0.0,0.444
-1628983-1630198-1631119-1641717-1642964-,S. Gilgeous-Alexander - I. Joe - J. Williams - C. Wallace - B. Barnhizer,2,1,1,0.5,7.666667,0.313,0.2,1.0,2,6,8,3,2.0,2,0,16,1.0,23000,100.0,93.8,6.3,100.17,0.45,0.375,0.6,1.5,0.45
-1628983-1629026-1630198-1642382-1642964-,S. Gilgeous-Alexander - K. Williams - I. Joe - B. Carlson - B. Barnhizer,1,1,0,1.0,7.633333,0.714,0.6,0.833,1,6,7,6,1.0,0,0,28,9.0,22900,164.7,118.8,46.0,103.76,0.841,0.821,0.6,6.0,0.636
-1628983-1630598-1631119-1641717-1642349-,S. Gilgeous-Alexander - A. Wiggins - J. Williams - C. Wallace - A. Mitchell,4,3,1,0.75,7.618333,0.385,0.2,0.857,0,10,10,3,2.0,3,1,17,9.0,22855,94.4,42.1,52.3,116.56,0.529,0.423,0.6,1.5,0.5
-1629026-1631119-1631172-1642382-1642959-,K. Williams - J. Williams - O. Dieng - B. Carlson - C. Youngblood,1,1,0,1.0,7.616667,0.462,0.429,0.0,2,6,8,4,2.0,0,0,15,2.0,22850,115.4,92.9,22.5,85.08,0.577,0.577,0.667,2.0,0.643
-1627936-1628983-1630198-1631119-1642959-,A. Caruso - S. Gilgeous-Alexander - I. Joe - J. Williams - C. Youngblood,2,2,0,1.0,7.583333,0.154,0.125,0.75,0,3,3,2,0.0,1,2,8,-16.0,22750,53.3,171.4,-118.1,91.78,0.271,0.192,1.0,0.0,0.2
-1629026-1629652-1630198-1630598-1631096-,K. Williams - L. Dort - I. Joe - A. Wiggins - C. Holmgren,2,1,1,0.5,7.486667,0.455,0.286,1.0,0,4,4,2,2.0,0,1,14,2.0,22460,107.7,85.7,22.0,86.55,0.589,0.545,0.4,1.0,0.467
-1627936-1628392-1628983-1629652-1630198-,A. Caruso - I. Hartenstein - S. Gilgeous-Alexander - L. Dort - I. Joe,3,0,3,0.0,7.45,0.538,0.286,1.0,2,5,7,4,4.0,1,0,18,-4.0,22350,112.5,137.5,-25.0,103.09,0.648,0.615,0.571,1.0,0.636
-1630198-1631119-1631172-1642349-1642964-,I. Joe - J. Williams - O. Dieng - A. Mitchell - B. Barnhizer,2,2,0,1.0,7.433333,0.25,0.25,0.5,1,2,3,3,3.0,1,1,9,-15.0,22300,64.3,160.0,-95.7,93.63,0.349,0.333,1.0,1.0,0.313
-1628983-1629652-1630198-1631119-1642272-,S. Gilgeous-Alexander - L. Dort - I. Joe - J. Williams - J. McCain,2,2,0,1.0,7.3,0.692,0.571,1.0,1,6,7,5,1.0,2,2,24,15.0,21900,160.0,64.3,95.7,95.34,0.865,0.846,0.556,5.0,0.583
-1628983-1629652-1630598-1642349-1642382-,S. Gilgeous-Alexander - L. Dort - A. Wiggins - A. Mitchell - B. Carlson,3,2,1,0.667,7.116667,0.364,0.167,0.667,1,1,2,3,1.0,1,2,13,-8.0,21350,86.7,140.0,-53.3,101.17,0.477,0.409,0.75,3.0,0.231
-1628392-1630198-1630598-1641717-1642349-,I. Hartenstein - I. Joe - A. Wiggins - C. Wallace - A. Mitchell,2,1,1,0.5,7.1,0.533,0.0,1.0,2,4,6,4,2.0,3,0,18,3.0,21300,105.9,93.8,12.1,111.55,0.567,0.533,0.5,2.0,0.545
-1628983-1630598-1631119-1641717-1642272-,S. Gilgeous-Alexander - A. Wiggins - J. Williams - C. Wallace - J. McCain,2,2,0,1.0,7.066667,0.818,0.6,0.75,0,6,6,7,0.0,2,0,24,11.0,21200,160.0,86.7,73.3,101.89,0.94,0.955,0.778,0.0,0.636
-1630198-1630598-1631119-1631172-1642349-,I. Joe - A. Wiggins - J. Williams - O. Dieng - A. Mitchell,3,2,1,0.667,7.055,0.462,0.333,0.75,0,8,8,4,1.0,2,1,18,3.0,21165,112.5,83.3,29.2,115.66,0.61,0.577,0.667,4.0,0.4
-1627936-1628983-1629652-1631119-1642349-,A. Caruso - S. Gilgeous-Alexander - L. Dort - J. Williams - A. Mitchell,5,5,0,1.0,7.05,0.4,0.0,1.0,2,3,5,4,2.0,2,2,15,-8.0,21150,88.2,127.8,-39.5,119.15,0.46,0.4,0.667,2.0,0.368
-1627936-1630198-1630598-1631096-1641717-,A. Caruso - I. Joe - A. Wiggins - C. Holmgren - C. Wallace,3,2,1,0.667,7.036667,0.333,0.4,0.667,0,4,4,1,4.0,1,0,12,-1.0,21110,70.6,81.3,-10.7,112.55,0.515,0.444,0.333,0.25,0.375
-1628983-1629026-1630198-1631096-1641717-,S. Gilgeous-Alexander - K. Williams - I. Joe - C. Holmgren - C. Wallace,3,0,3,0.0,6.85,0.429,0.333,0.0,0,5,5,4,0.0,0,2,15,-3.0,20550,107.1,120.0,-12.9,101.61,0.536,0.536,0.667,0.0,0.389
-1627936-1628983-1629026-1630198-1631096-,A. Caruso - S. Gilgeous-Alexander - K. Williams - I. Joe - C. Holmgren,2,1,1,0.5,6.833333,0.5,0.4,1.0,1,7,8,2,3.0,3,0,17,10.0,20500,121.4,46.7,74.8,101.85,0.638,0.583,0.333,0.67,0.643
-1629652-1630198-1631096-1631119-1642272-,L. Dort - I. Joe - C. Holmgren - J. Williams - J. McCain,3,2,1,0.667,6.766667,0.615,0.429,0.0,1,5,6,5,1.0,1,0,19,3.0,20300,135.7,106.7,29.0,102.86,0.731,0.731,0.625,5.0,0.545
-1628983-1630598-1641717-1642349-1642382-,S. Gilgeous-Alexander - A. Wiggins - C. Wallace - A. Mitchell - B. Carlson,3,3,0,1.0,6.766667,0.438,0.5,0.0,3,7,10,4,0.0,0,2,17,2.0,20300,113.3,100.0,13.3,106.4,0.531,0.531,0.571,0.0,0.524
-1629652-1630598-1631114-1642349-1642382-,L. Dort - A. Wiggins - J. Williams - A. Mitchell - B. Carlson,1,1,0,1.0,6.716667,0.357,0.4,1.0,1,8,9,3,0.0,0,1,14,0.0,20150,100.0,93.3,6.7,103.62,0.47,0.429,0.6,0.0,0.526
-1628983-1629026-1629652-1631119-1631172-,S. Gilgeous-Alexander - K. Williams - L. Dort - J. Williams - O. Dieng,2,0,2,0.0,6.661667,0.4,0.0,1.0,1,5,6,2,2.0,3,1,15,3.0,19985,100.0,75.0,25.0,111.68,0.573,0.4,0.5,1.0,0.5
-1627936-1630598-1631096-1631114-1642349-,A. Caruso - A. Wiggins - C. Holmgren - J. Williams - A. Mitchell,2,1,1,0.5,6.566667,0.692,0.667,1.0,1,7,8,3,0.0,1,2,24,11.0,19700,160.0,86.7,73.3,109.64,0.813,0.769,0.333,0.0,0.643
-1629652-1630598-1631096-1641717-1642349-,L. Dort - A. Wiggins - C. Holmgren - C. Wallace - A. Mitchell,2,1,1,0.5,6.533333,0.556,0.25,0.0,1,7,8,5,5.0,1,2,11,1.0,19600,84.6,76.9,7.7,95.51,0.611,0.611,1.0,1.0,0.533
-1628983-1629026-1629652-1630198-1631096-,S. Gilgeous-Alexander - K. Williams - L. Dort - I. Joe - C. Holmgren,4,3,1,0.75,6.516667,0.75,0.667,0.0,0,3,3,5,2.0,0,0,22,-3.0,19550,129.4,156.3,-26.8,121.53,0.884,0.917,0.556,2.5,0.444
-1627936-1629026-1630598-1631119-1642272-,A. Caruso - K. Williams - A. Wiggins - J. Williams - J. McCain,2,2,0,1.0,6.513333,0.7,0.667,0.5,1,8,9,4,6.0,1,0,18,7.0,19540,105.9,73.3,32.5,117.91,0.765,0.8,0.571,0.67,0.667
-1628983-1629026-1629652-1642382-1642964-,S. Gilgeous-Alexander - K. Williams - L. Dort - B. Carlson - B. Barnhizer,2,1,1,0.5,6.466667,0.25,0.0,0.0,1,4,5,1,0.0,0,1,6,-7.0,19400,50.0,100.0,-50.0,92.78,0.25,0.25,0.333,0.0,0.368
-1628392-1630198-1631114-1641717-1642349-,I. Hartenstein - I. Joe - J. Williams - C. Wallace - A. Mitchell,1,1,0,1.0,6.45,0.6,0.571,0.667,3,7,10,5,1.0,2,1,24,12.0,19350,171.4,80.0,91.4,107.91,0.735,0.733,0.556,5.0,0.625
-1627936-1628392-1629652-1630598-1642349-,A. Caruso - I. Hartenstein - L. Dort - A. Wiggins - A. Mitchell,2,2,0,1.0,6.416667,0.538,0.5,0.0,1,3,4,6,1.0,1,1,18,6.0,19250,138.5,92.3,46.2,97.25,0.692,0.692,0.857,6.0,0.4
-1628983-1629652-1630598-1631119-1641717-,S. Gilgeous-Alexander - L. Dort - A. Wiggins - J. Williams - C. Wallace,4,4,0,1.0,6.383333,0.667,0.714,1.0,3,5,8,6,2.0,4,1,27,16.0,19150,180.0,73.3,106.7,112.79,0.85,0.833,0.6,3.0,0.727
-1627936-1631096-1631114-1641717-1642349-,A. Caruso - C. Holmgren - J. Williams - C. Wallace - A. Mitchell,3,1,2,0.333,6.375,0.273,0.25,1.0,1,5,6,1,2.0,1,3,11,-3.0,19125,84.6,93.3,-8.7,105.41,0.431,0.318,0.333,0.5,0.438
-1627936-1629652-1630198-1631096-1641717-,A. Caruso - L. Dort - I. Joe - C. Holmgren - C. Wallace,5,3,2,0.6,6.36,0.462,0.25,1.0,3,6,9,2,2.0,2,0,14,2.0,19080,100.0,75.0,25.0,113.21,0.521,0.5,0.333,1.0,0.563
-1628983-1630198-1631114-1631119-1641717-,S. Gilgeous-Alexander - I. Joe - J. Williams - J. Williams - C. Wallace,2,2,0,1.0,6.333333,0.417,0.667,0.5,2,8,10,2,2.0,2,0,13,8.0,19000,100.0,38.5,61.5,98.53,0.505,0.5,0.4,1.0,0.611
-1630198-1631114-1641717-1642349-1642382-,I. Joe - J. Williams - C. Wallace - A. Mitchell - B. Carlson,3,2,1,0.667,6.266667,0.5,0.333,0.0,3,6,9,3,2.0,1,0,16,4.0,18800,123.1,80.0,43.1,107.23,0.571,0.571,0.429,1.5,0.6
-1628983-1631096-1631119-1641717-1642349-,S. Gilgeous-Alexander - C. Holmgren - J. Williams - C. Wallace - A. Mitchell,6,6,0,1.0,6.231667,0.667,0.5,0.75,1,5,6,3,0.0,1,1,22,13.0,18695,169.2,64.3,104.9,103.99,0.799,0.792,0.375,0.0,0.538
-1630198-1630598-1641717-1642349-1642382-,I. Joe - A. Wiggins - C. Wallace - A. Mitchell - B. Carlson,2,2,0,1.0,6.216667,0.5,0.4,0.667,0,2,2,3,3.0,5,0,14,5.0,18650,107.7,69.2,38.5,100.38,0.618,0.6,0.6,1.0,0.375
-1627936-1628392-1631114-1642272-1642349-,A. Caruso - I. Hartenstein - J. Williams - J. McCain - A. Mitchell,2,1,1,0.5,6.166667,0.5,0.25,1.0,0,3,3,3,3.0,0,0,13,-4.0,18500,92.9,141.7,-48.8,101.19,0.666,0.563,0.75,1.0,0.273
-1627936-1628983-1630598-1631096-1641717-,A. Caruso - S. Gilgeous-Alexander - A. Wiggins - C. Holmgren - C. Wallace,2,0,2,0.0,6.083333,0.222,0.143,0.8,0,6,6,0,1.0,0,2,9,-3.0,18250,64.3,85.7,-21.4,110.47,0.402,0.278,0.0,0.0,0.533
-1628392-1631114-1641717-1642272-1642349-,I. Hartenstein - J. Williams - C. Wallace - J. McCain - A. Mitchell,2,2,0,1.0,6.066667,0.583,0.0,0.667,2,7,9,5,3.0,1,0,16,7.0,18200,114.3,64.3,50.0,110.77,0.601,0.583,0.714,1.67,0.667
-1631172-1642349-1642382-1642959-1642964-,O. Dieng - A. Mitchell - B. Carlson - C. Youngblood - B. Barnhizer,2,2,0,1.0,6.016667,0.545,0.5,1.0,0,6,6,6,1.0,1,0,16,10.0,18050,133.3,50.0,83.3,95.73,0.699,0.682,1.0,6.0,0.538
-1629026-1629652-1630198-1630598-1642349-,K. Williams - L. Dort - I. Joe - A. Wiggins - A. Mitchell,1,1,0,1.0,6.0,0.455,0.429,0.333,0,6,6,3,0.0,0,1,14,8.0,18000,107.7,54.5,53.1,96.0,0.568,0.591,0.6,0.0,0.4
-1627936-1630198-1631096-1631119-1642349-,A. Caruso - I. Joe - C. Holmgren - J. Williams - A. Mitchell,3,3,0,1.0,5.983333,0.364,0.333,1.0,1,6,7,2,2.0,1,0,11,2.0,17950,84.6,69.2,15.4,104.29,0.463,0.409,0.5,1.0,0.571
-1628392-1630598-1631096-1641717-1642349-,I. Hartenstein - A. Wiggins - C. Holmgren - C. Wallace - A. Mitchell,2,2,0,1.0,5.966667,0.364,0.0,0.667,4,5,9,2,5.0,1,0,10,2.0,17900,76.9,66.7,10.3,100.56,0.406,0.364,0.5,0.4,0.647
-1627936-1628983-1629026-1631119-1642272-,A. Caruso - S. Gilgeous-Alexander - K. Williams - J. Williams - J. McCain,1,1,0,1.0,5.933333,0.333,0.167,0.0,0,7,7,2,1.0,0,2,9,-1.0,17800,64.3,76.9,-12.6,109.21,0.375,0.375,0.5,2.0,0.35
-1627936-1628983-1629026-1629652-1631119-,A. Caruso - S. Gilgeous-Alexander - K. Williams - L. Dort - J. Williams,1,1,0,1.0,5.933333,0.636,0.5,0.75,4,4,8,6,0.0,0,0,18,10.0,17800,180.0,88.9,91.1,76.85,0.705,0.682,0.857,0.0,0.667
-1628392-1630198-1641717-1642272-1642349-,I. Hartenstein - I. Joe - C. Wallace - J. McCain - A. Mitchell,1,1,0,1.0,5.933333,0.667,0.667,0.0,0,3,3,7,1.0,2,1,20,0.0,17800,153.8,142.9,11.0,109.21,0.833,0.833,0.875,7.0,0.429
-1629652-1631096-1631119-1641717-1642349-,L. Dort - C. Holmgren - J. Williams - C. Wallace - A. Mitchell,2,2,0,1.0,5.9,0.417,0.0,0.5,3,6,9,1,1.0,0,1,11,0.0,17700,100.0,100.0,0.0,89.49,0.427,0.417,0.2,1.0,0.714
-1628983-1631119-1641717-1642272-1642349-,S. Gilgeous-Alexander - J. Williams - C. Wallace - J. McCain - A. Mitchell,1,1,0,1.0,5.855,0.556,0.667,0.625,1,3,4,3,0.0,1,0,17,4.0,17565,154.5,118.2,36.4,90.18,0.679,0.667,0.6,0.0,0.4
-1627936-1628983-1629652-1630598-1631096-,A. Caruso - S. Gilgeous-Alexander - L. Dort - A. Wiggins - C. Holmgren,4,2,2,0.5,5.85,0.5,0.143,0.0,3,3,6,3,0.0,0,0,15,1.0,17550,136.4,100.0,36.4,102.56,0.536,0.536,0.429,0.0,0.462
-1629026-1630198-1630598-1641717-1642382-,K. Williams - I. Joe - A. Wiggins - C. Wallace - B. Carlson,3,1,2,0.333,5.78,0.385,0.2,0.5,3,5,8,3,1.0,2,0,12,1.0,17340,92.3,91.7,0.6,103.81,0.432,0.423,0.6,3.0,0.615
-1627936-1629026-1630198-1631119-1642272-,A. Caruso - K. Williams - I. Joe - J. Williams - J. McCain,2,2,0,1.0,5.716667,0.273,0.0,1.0,2,3,5,1,2.0,2,0,8,-5.0,17150,61.5,100.0,-38.5,109.15,0.337,0.273,0.333,0.5,0.417
-1627936-1628983-1631119-1642272-1642349-,A. Caruso - S. Gilgeous-Alexander - J. Williams - J. McCain - A. Mitchell,1,1,0,1.0,5.693333,0.455,0.25,0.75,0,8,8,4,0.0,0,2,17,7.0,17080,121.4,71.4,50.0,118.03,0.585,0.5,0.8,0.0,0.529
-1629026-1630598-1642272-1642362-1642964-,K. Williams - A. Wiggins - J. McCain - P. Sandfort - B. Barnhizer,2,1,1,0.5,5.683333,0.455,0.5,0.5,1,3,4,3,3.0,2,0,14,-5.0,17050,93.3,126.7,-33.3,126.69,0.589,0.591,0.6,1.0,0.308
-1628392-1629652-1630198-1630598-1631096-,I. Hartenstein - L. Dort - I. Joe - A. Wiggins - C. Holmgren,2,1,1,0.5,5.633333,0.429,0.333,1.0,1,1,2,2,4.0,1,1,9,3.0,16900,81.8,60.0,21.8,89.47,0.571,0.5,0.667,0.5,0.364
-1627936-1629026-1629652-1630598-1642349-,A. Caruso - K. Williams - L. Dort - A. Wiggins - A. Mitchell,1,1,0,1.0,5.616667,0.667,0.333,1.0,2,2,4,3,1.0,4,0,18,7.0,16850,163.6,91.7,72.0,98.28,0.723,0.708,0.375,3.0,0.667
-1630598-1631096-1631119-1641717-1642349-,A. Wiggins - C. Holmgren - J. Williams - C. Wallace - A. Mitchell,1,1,0,1.0,5.583333,0.556,0.0,0.0,0,7,7,2,2.0,1,3,10,0.0,16750,83.3,76.9,6.4,107.46,0.506,0.556,0.4,1.0,0.438
-1628392-1629652-1630598-1641717-1642349-,I. Hartenstein - L. Dort - A. Wiggins - C. Wallace - A. Mitchell,2,2,0,1.0,5.583333,0.364,0.0,1.0,1,5,6,1,1.0,1,0,10,0.0,16750,83.3,76.9,6.4,107.46,0.421,0.364,0.25,1.0,0.375
-1628983-1629652-1631096-1631119-1642349-,S. Gilgeous-Alexander - L. Dort - C. Holmgren - J. Williams - A. Mitchell,4,4,0,1.0,5.566667,0.556,0.333,1.0,0,2,2,2,1.0,0,0,13,-5.0,16700,118.2,163.6,-45.5,94.85,0.658,0.611,0.4,2.0,0.375
-1628392-1629026-1630198-1641717-1642260-,I. Hartenstein - K. Williams - I. Joe - C. Wallace - N. Topić,1,1,0,1.0,5.5,0.333,0.333,0.0,2,5,7,2,1.0,2,1,10,6.0,16500,100.0,40.0,60.0,87.27,0.417,0.417,0.5,2.0,0.643
-1629026-1630598-1631172-1642349-1642382-,K. Williams - A. Wiggins - O. Dieng - A. Mitchell - B. Carlson,2,2,0,1.0,5.483333,0.7,0.6,0.0,1,0,1,4,1.0,0,0,17,-2.0,16450,170.0,158.3,11.7,96.29,0.85,0.85,0.571,4.0,0.143
-1630598-1631096-1631119-1641717-1642272-,A. Wiggins - C. Holmgren - J. Williams - C. Wallace - J. McCain,4,4,0,1.0,5.466667,0.4,0.5,1.0,1,2,3,2,3.0,2,0,11,-1.0,16400,78.6,109.1,-30.5,109.76,0.506,0.45,0.5,0.67,0.4
